Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,League
vs Utrecht,35,24.2,49.5,34,374.0,3060,34.0,58.0,41.0,99.0,55.0,3.0,4.0,59.0,5.0,,,,,,,1.71,1.21,2.91,1.62,2.82,,,,,,Eredivisie 2014-2015
vs Vitesse,22,24.0,42.7,34,374.0,3060,34.0,43.0,28.0,71.0,40.0,3.0,4.0,57.0,0.0,,,,,,,1.26,0.82,2.09,1.18,2.0,,,,,,Eredivisie 2014-2015
vs Willem II,24,24.2,49.7,34,374.0,3060,34.0,50.0,39.0,89.0,47.0,3.0,4.0,52.0,3.0,,,,,,,1.47,1.15,2.62,1.38,2.53,,,,,,Eredivisie 2014-2015
vs Zwolle,27,24.1,52.7,34,374.0,3060,34.0,43.0,27.0,70.0,38.0,5.0,6.0,49.0,2.0,,,,,,,1.26,0.79,2.06,1.12,1.91,,,,,,Eredivisie 2014-2015
vs Académica,30,25.6,,34,374.0,3060,34.0,45.0,6.0,51.0,39.0,6.0,6.0,96.0,4.0,,,,,,,1.32,0.18,1.5,1.15,1.32,,,,,,Primeira Liga 2014-2015
vs Arouca,28,25.5,,34,374.0,3060,34.0,50.0,9.0,59.0,47.0,3.0,4.0,95.0,7.0,,,,,,,1.47,0.26,1.74,1.38,1.65,,,,,,Primeira Liga 2014-2015
vs Belenenses,29,25.8,,34,374.0,3060,34.0,35.0,3.0,38.0,31.0,4.0,5.0,113.0,13.0,,,,,,,1.03,0.09,1.12,0.91,1.0,,,,,,Primeira Liga 2014-2015
vs Benfica,30,25.5,,34,374.0,3060,34.0,16.0,1.0,17.0,14.0,2.0,3.0,97.0,11.0,,,,,,,0.47,0.03,0.5,0.41,0.44,,,,,,Primeira Liga 2014-2015
vs Boavista,32,25.6,,34,374.0,3060,34.0,49.0,3.0,52.0,41.0,8.0,8.0,89.0,9.0,,,,,,,1.44,0.09,1.53,1.21,1.29,,,,,,Primeira Liga 2014-2015
vs Braga,27,25.8,,34,374.0,3060,34.0,28.0,4.0,32.0,26.0,2.0,4.0,113.0,8.0,,,,,,,0.82,0.12,0.94,0.76,0.88,,,,,,Primeira Liga 2014-2015
vs Estoril,30,25.7,,34,374.0,3060,34.0,56.0,5.0,61.0,46.0,10.0,10.0,91.0,4.0,,,,,,,1.65,0.15,1.79,1.35,1.5,,,,,,Primeira Liga 2014-2015
vs Gil Vicente,30,25.7,,34,374.0,3060,34.0,60.0,10.0,70.0,56.0,4.0,5.0,104.0,6.0,,,,,,,1.76,0.29,2.06,1.65,1.94,,,,,,Primeira Liga 2014-2015
vs Marítimo,31,25.6,,34,374.0,3060,34.0,44.0,3.0,47.0,39.0,5.0,7.0,78.0,7.0,,,,,,,1.29,0.09,1.38,1.15,1.24,,,,,,Primeira Liga 2014-2015
vs Moreirense,28,25.6,,34,374.0,3060,34.0,40.0,5.0,45.0,34.0,6.0,7.0,77.0,3.0,,,,,,,1.18,0.15,1.32,1.0,1.15,,,,,,Primeira Liga 2014-2015
vs Nacional,30,25.7,,34,374.0,3060,34.0,45.0,6.0,51.0,43.0,2.0,2.0,91.0,5.0,,,,,,,1.32,0.18,1.5,1.26,1.44,,,,,,Primeira Liga 2014-2015
vs Paços de Ferreira,30,25.6,,34,374.0,3060,34.0,45.0,2.0,47.0,41.0,4.0,6.0,103.0,9.0,,,,,,,1.32,0.06,1.38,1.21,1.26,,,,,,Primeira Liga 2014-2015
vs Penafiel,30,25.6,,34,374.0,3060,34.0,67.0,6.0,73.0,62.0,5.0,5.0,88.0,6.0,,,,,,,1.97,0.18,2.15,1.82,2.0,,,,,,Primeira Liga 2014-2015
vs Porto,26,25.6,,34,374.0,3060,34.0,13.0,1.0,14.0,11.0,2.0,2.0,99.0,4.0,,,,,,,0.38,0.03,0.41,0.32,0.35,,,,,,Primeira Liga 2014-2015
vs Rio Ave,27,25.6,,34,374.0,3060,34.0,42.0,2.0,44.0,36.0,6.0,7.0,88.0,9.0,,,,,,,1.24,0.06,1.29,1.06,1.12,,,,,,Primeira Liga 2014-2015
vs Sporting CP,26,25.8,,34,374.0,3060,34.0,26.0,5.0,31.0,23.0,3.0,3.0,104.0,6.0,,,,,,,0.76,0.15,0.91,0.68,0.82,,,,,,Primeira Liga 2014-2015
vs Vitória,34,25.9,,34,374.0,3060,34.0,35.0,5.0,40.0,32.0,3.0,3.0,141.0,9.0,,,,,,,1.03,0.15,1.18,0.94,1.09,,,,,,Primeira Liga 2014-2015
vs Vitória Setúbal,30,25.5,,34,374.0,3060,34.0,52.0,6.0,58.0,47.0,5.0,6.0,87.0,3.0,,,,,,,1.53,0.18,1.71,1.38,1.56,,,,,,Primeira Liga 2014-2015
vs Birmingham City,31,26.0,,46,506.0,4140,46.0,64.0,22.0,86.0,61.0,3.0,3.0,73.0,4.0,,,,,,,1.39,0.48,1.87,1.33,1.8,,,,,,Championship 2014-2015
vs Blackburn,30,26.1,,46,506.0,4140,46.0,58.0,23.0,81.0,55.0,3.0,4.0,65.0,4.0,,,,,,,1.26,0.5,1.76,1.2,1.7,,,,,,Championship 2014-2015
vs Blackpool,50,26.0,,46,506.0,4140,46.0,88.0,37.0,125.0,77.0,11.0,12.0,57.0,0.0,,,,,,,1.91,0.8,2.72,1.67,2.48,,,,,,Championship 2014-2015
vs Bolton,44,26.1,,46,506.0,4140,46.0,67.0,28.0,95.0,63.0,4.0,5.0,64.0,3.0,,,,,,,1.46,0.61,2.07,1.37,1.98,,,,,,Championship 2014-2015
vs Bournemouth,24,26.3,,46,506.0,4140,46.0,44.0,21.0,65.0,43.0,1.0,1.0,89.0,11.0,,,,,,,0.96,0.46,1.41,0.93,1.39,,,,,,Championship 2014-2015
vs Brentford,24,26.2,,46,506.0,4140,46.0,56.0,28.0,84.0,53.0,3.0,5.0,100.0,8.0,,,,,,,1.22,0.61,1.83,1.15,1.76,,,,,,Championship 2014-2015
vs Brighton,35,26.1,,46,506.0,4140,46.0,53.0,30.0,83.0,52.0,1.0,2.0,98.0,1.0,,,,,,,1.15,0.65,1.8,1.13,1.78,,,,,,Championship 2014-2015
vs Cardiff City,38,26.0,,46,506.0,4140,46.0,58.0,34.0,92.0,56.0,2.0,3.0,72.0,3.0,,,,,,,1.26,0.74,2.0,1.22,1.96,,,,,,Championship 2014-2015
vs Charlton Ath,32,26.1,,46,506.0,4140,46.0,60.0,34.0,94.0,60.0,0.0,2.0,60.0,2.0,,,,,,,1.3,0.74,2.04,1.3,2.04,,,,,,Championship 2014-2015
vs Derby County,31,26.1,,46,506.0,4140,46.0,54.0,26.0,80.0,48.0,6.0,6.0,99.0,3.0,,,,,,,1.17,0.57,1.74,1.04,1.61,,,,,,Championship 2014-2015
vs Fulham,37,26.2,,46,506.0,4140,46.0,82.0,37.0,119.0,79.0,3.0,7.0,54.0,4.0,,,,,,,1.78,0.8,2.59,1.72,2.52,,,,,,Championship 2014-2015
vs Huddersfield,36,26.1,,46,506.0,4140,46.0,74.0,33.0,107.0,73.0,1.0,2.0,98.0,4.0,,,,,,,1.61,0.72,2.33,1.59,2.3,,,,,,Championship 2014-2015
vs Ipswich Town,31,26.1,,46,506.0,4140,46.0,53.0,26.0,79.0,52.0,1.0,1.0,60.0,1.0,,,,,,,1.15,0.57,1.72,1.13,1.7,,,,,,Championship 2014-2015
vs Leeds United,34,26.2,,46,506.0,4140,46.0,58.0,26.0,84.0,49.0,9.0,12.0,83.0,2.0,,,,,,,1.26,0.57,1.83,1.07,1.63,,,,,,Championship 2014-2015
vs Middlesbrough,30,26.2,,46,506.0,4140,46.0,36.0,10.0,46.0,28.0,8.0,8.0,86.0,2.0,,,,,,,0.78,0.22,1.0,0.61,0.83,,,,,,Championship 2014-2015
vs Millwall,40,26.1,,46,506.0,4140,46.0,75.0,37.0,112.0,68.0,7.0,7.0,69.0,4.0,,,,,,,1.63,0.8,2.43,1.48,2.28,,,,,,Championship 2014-2015
vs Norwich City,30,26.1,,46,506.0,4140,46.0,44.0,17.0,61.0,36.0,8.0,9.0,72.0,2.0,,,,,,,0.96,0.37,1.33,0.78,1.15,,,,,,Championship 2014-2015
vs Nott'ham Forest,33,26.1,,46,506.0,4140,46.0,68.0,27.0,95.0,60.0,8.0,8.0,79.0,4.0,,,,,,,1.48,0.59,2.07,1.3,1.89,,,,,,Championship 2014-2015
vs Reading,38,26.1,,46,506.0,4140,46.0,67.0,29.0,96.0,63.0,4.0,5.0,78.0,3.0,,,,,,,1.46,0.63,2.09,1.37,2.0,,,,,,Championship 2014-2015
vs Rotherham Utd,42,26.1,,46,506.0,4140,46.0,67.0,28.0,95.0,66.0,1.0,2.0,53.0,1.0,,,,,,,1.46,0.61,2.07,1.43,2.04,,,,,,Championship 2014-2015
vs Sheffield Weds,31,26.3,,46,506.0,4140,46.0,49.0,22.0,71.0,44.0,5.0,7.0,76.0,4.0,,,,,,,1.07,0.48,1.54,0.96,1.43,,,,,,Championship 2014-2015
vs Watford,31,26.2,,46,506.0,4140,46.0,49.0,20.0,69.0,45.0,4.0,6.0,82.0,5.0,,,,,,,1.07,0.43,1.5,0.98,1.41,,,,,,Championship 2014-2015
vs Wigan Athletic,41,26.1,,46,506.0,4140,46.0,64.0,34.0,98.0,61.0,3.0,4.0,88.0,2.0,,,,,,,1.39,0.74,2.13,1.33,2.07,,,,,,Championship 2014-2015
vs Wolves,27,26.1,,46,506.0,4140,46.0,51.0,29.0,80.0,49.0,2.0,2.0,97.0,5.0,,,,,,,1.11,0.63,1.74,1.07,1.7,,,,,,Championship 2014-2015
vs Aberdeen,28,25.7,,38,418.0,3420,38.0,33.0,13.0,46.0,30.0,3.0,4.0,71.0,4.0,,,,,,,0.87,0.34,1.21,0.79,1.13,,,,,,Scottish Premiership 2014-2015
vs Celtic,33,25.8,,38,418.0,3420,38.0,16.0,5.0,21.0,16.0,0.0,0.0,55.0,4.0,,,,,,,0.42,0.13,0.55,0.42,0.55,,,,,,Scottish Premiership 2014-2015
vs Dundee,30,25.9,,38,418.0,3420,38.0,56.0,30.0,86.0,51.0,5.0,5.0,76.0,5.0,,,,,,,1.47,0.79,2.26,1.34,2.13,,,,,,Scottish Premiership 2014-2015
vs Dundee United,30,26.0,,38,418.0,3420,38.0,55.0,23.0,78.0,53.0,2.0,3.0,73.0,6.0,,,,,,,1.45,0.61,2.05,1.39,2.0,,,,,,Scottish Premiership 2014-2015
vs Hamilton Acad.,27,25.6,,38,418.0,3420,38.0,52.0,25.0,77.0,50.0,2.0,3.0,62.0,4.0,,,,,,,1.37,0.66,2.03,1.32,1.97,,,,,,Scottish Premiership 2014-2015
vs Inverness CT,25,25.9,,38,418.0,3420,38.0,41.0,21.0,62.0,39.0,2.0,2.0,76.0,2.0,,,,,,,1.08,0.55,1.63,1.03,1.58,,,,,,Scottish Premiership 2014-2015
vs Kilmarnock,25,25.9,,38,418.0,3420,38.0,59.0,28.0,87.0,52.0,7.0,7.0,69.0,2.0,,,,,,,1.55,0.74,2.29,1.37,2.11,,,,,,Scottish Premiership 2014-2015
vs Motherwell,33,25.5,,38,418.0,3420,38.0,61.0,28.0,89.0,58.0,3.0,3.0,51.0,4.0,,,,,,,1.61,0.74,2.34,1.53,2.26,,,,,,Scottish Premiership 2014-2015
vs Partick Thistle,28,25.9,,38,418.0,3420,38.0,43.0,12.0,55.0,38.0,5.0,8.0,50.0,1.0,,,,,,,1.13,0.32,1.45,1.0,1.32,,,,,,Scottish Premiership 2014-2015
vs Ross County,34,25.6,,38,418.0,3420,38.0,60.0,21.0,81.0,56.0,4.0,4.0,67.0,3.0,,,,,,,1.58,0.55,2.13,1.47,2.03,,,,,,Scottish Premiership 2014-2015
vs St Johnstone,22,25.6,,38,418.0,3420,38.0,34.0,15.0,49.0,33.0,1.0,1.0,69.0,4.0,,,,,,,0.89,0.39,1.29,0.87,1.26,,,,,,Scottish Premiership 2014-2015
vs St Mirren,32,26.0,,38,418.0,3420,38.0,66.0,25.0,91.0,60.0,6.0,6.0,70.0,5.0,,,,,,,1.74,0.66,2.39,1.58,2.24,,,,,,Scottish Premiership 2014-2015
vs Augsburg,27,25.4,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Bayern Munich,25,25.6,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs BTSV,27,25.5,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Dortmund,26,25.4,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Eint Frankfurt,27,25.6,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Freiburg,30,25.8,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Gladbach,21,25.4,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Hamburger SV,28,25.7,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Hannover 96,26,25.7,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Hertha BSC,25,25.5,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Hoffenheim,25,25.8,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Leverkusen,24,25.6,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Mainz 05,28,25.5,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Nürnberg,27,25.4,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Schalke 04,30,25.6,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Stuttgart,27,25.6,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Werder Bremen,27,25.5,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Wolfsburg,26,25.6,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Arsenal,27,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Aston Villa,26,27.1,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Cardiff City,32,26.9,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Chelsea,29,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Crystal Palace,31,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Everton,28,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Fulham,39,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Hull City,27,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Liverpool,25,26.9,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Manchester City,23,26.6,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Manchester Utd,30,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Newcastle Utd,26,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Norwich City,25,27.0,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Southampton,24,26.9,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Stoke City,26,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Sunderland,31,26.9,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Swansea City,27,27.0,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Tottenham,28,27.0,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs West Brom,28,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs West Ham,29,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Almería,28,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Athletic Club,24,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Atlético Madrid,25,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Barcelona,25,26.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Betis,33,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Celta Vigo,26,26.9,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Elche,28,26.6,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Espanyol,24,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Getafe,28,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Granada,26,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Levante,28,26.6,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Málaga,28,26.6,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Osasuna,25,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Rayo Vallecano,30,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Real Madrid,25,27.0,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Real Sociedad,27,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Sevilla,31,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Valencia,31,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Valladolid,25,26.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Villarreal,25,26.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Atalanta,31,27.2,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Bologna,28,27.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Cagliari,31,27.4,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Catania,34,27.6,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Chievo,36,27.6,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Fiorentina,31,27.4,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Genoa,31,27.5,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Hellas Verona,29,27.4,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Inter,28,27.4,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Juventus,26,27.5,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Lazio,30,27.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Livorno,31,27.5,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Milan,32,27.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Napoli,30,27.4,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Parma,30,27.5,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Roma,29,27.6,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Sampdoria,33,27.7,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Sassuolo,38,27.6,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Torino,26,27.5,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Udinese,27,27.8,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Ajaccio,37,26.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Bastia,27,25.9,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Bordeaux,32,26.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Evian,29,26.0,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Guingamp,25,26.2,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Lille,22,26.2,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Lorient,28,26.2,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Lyon,28,26.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Marseille,24,26.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Monaco,29,26.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Montpellier,26,26.2,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Nantes,28,26.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Nice,29,26.5,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Paris S-G,23,26.2,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Reims,25,26.2,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Rennes,32,26.3,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Saint-Étienne,26,26.2,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Sochaux,36,26.5,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Toulouse,28,26.5,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Valenciennes,26,26.2,,38,,3420,38.0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs ADO Den Haag,26,24.0,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Ajax,27,24.3,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs AZ Alkmaar,23,24.4,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Cambuur,25,24.3,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Feyenoord,25,24.3,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Go Ahead Eag,22,24.2,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Groningen,24,24.3,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Heerenveen,26,24.4,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Heracles Almelo,28,24.3,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs NAC Breda,22,24.2,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs NEC Nijmegen,29,24.4,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs PSV Eindhoven,24,24.3,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs RKC Waalwijk,25,24.1,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Roda JC,23,24.4,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Twente,26,24.3,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Utrecht,35,24.3,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Vitesse,25,24.2,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Zwolle,29,24.1,,34,,3060,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Académica,27,25.6,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Arouca,28,25.8,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Belenenses,29,25.6,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Benfica,31,25.6,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Braga,37,25.9,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Estoril,26,25.8,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Gil Vicente,27,25.7,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Marítimo,33,25.9,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Nacional,26,25.8,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Olhanense,31,25.7,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Paços de Ferreira,33,25.9,,30,,2700,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
